,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0006886,"ENSG00000138297,ENSG00000095139,ENSG00000184432,ENSG00000198700,ENSG00000103769,ENSG00000094631,ENSG00000138069,ENSG00000122218,ENSG00000006715,ENSG00000124207,ENSG00000168118,ENSG00000152700,ENSG00000100568,ENSG00000185009,ENSG00000134265,ENSG00000180879,ENSG00000136738,ENSG00000099246,ENSG00000213465,ENSG00000204764,ENSG00000205339,ENSG00000174100,ENSG00000258466,ENSG00000136631,ENSG00000185236,ENSG00000105438,ENSG00000126768,ENSG00000101310,ENSG00000143761,ENSG00000161203,ENSG00000177879,ENSG00000129083,ENSG00000166128,ENSG00000138175,ENSG00000141367,ENSG00000181163,ENSG00000042753,ENSG00000129515,ENSG00000196586,ENSG00000164885,ENSG00000134375,ENSG00000079332,ENSG00000070718,ENSG00000111481,ENSG00000182934,ENSG00000108424,ENSG00000196683,ENSG00000132341,ENSG00000168374","TIMM23,ARCN1,COPB2,IPO9,RAB11A,HDAC6,RAB1A,COPA,VPS41,CSE1L,RAB4A,SAR1B,VTI1B,AP3M1,NAPG,SSR4,STAM,RAB18,ARL2,RANBP17,IPO7,MRPL45,RP11-1012A1.4,VPS45,RAB11B,KDELR1,TIMM17B,SEC23B,ARF1,AP2M1,AP3S1,COPB1,RAB8B,ARL3,CLTC,NPM1,AP2S1,SNX6,MYO6,CDK5,TIMM17A,SAR1A,AP3M2,COPZ1,SRPR,KPNB1,TOMM7,RAN,ARF4",biological_process,intracellular protein transport,57,49,342,12.374938862,6.23721180795
GO:0008283,"ENSG00000100568,ENSG00000213523,ENSG00000166200,ENSG00000124207,ENSG00000185651,ENSG00000166503,ENSG00000136758,ENSG00000079246,ENSG00000106244,ENSG00000004487,ENSG00000020426,ENSG00000132780,ENSG00000198431,ENSG00000175203,ENSG00000166974,ENSG00000186469,ENSG00000117450,ENSG00000151422,ENSG00000169139,ENSG00000078618,ENSG00000126524,ENSG00000013441,ENSG00000133027,ENSG00000133026,ENSG00000166333,ENSG00000217555,ENSG00000138442,ENSG00000170515,ENSG00000164885,ENSG00000136810,ENSG00000101367,ENSG00000059728,ENSG00000163938,ENSG00000123975,ENSG00000154277,ENSG00000185787,ENSG00000134058,ENSG00000136238,ENSG00000138592","VTI1B,SRA1,COPS2,CSE1L,UBE2L3,HDGFRP3,YME1L1,XRCC5,PDAP1,KDM1A,MNAT1,NASP,TXNRD1,DCTN2,MAPRE2,GNG2,PRDX1,FER,UBE2V2,NRD1,SBDS,CLK1,PEMT,MYH10,ILK,CKLF,WDR12,PA2G4,CDK5,TXN,MAPRE1,MXD1,GNL3,CKS2,UCHL1,MORF4L1,CDK7,RAC1,USP8",biological_process,cell proliferation,44,39,373,12.1529173733,6.01519031919
GO:0016044,"ENSG00000095139,ENSG00000184432,ENSG00000170315,ENSG00000138674,ENSG00000160948,ENSG00000122218,ENSG00000009844,ENSG00000167996,ENSG00000152700,ENSG00000136738,ENSG00000221983,ENSG00000134644,ENSG00000143761,ENSG00000161203,ENSG00000129083,ENSG00000109971,ENSG00000141367,ENSG00000105669,ENSG00000135441,ENSG00000086065,ENSG00000143947,ENSG00000074319,ENSG00000111481,ENSG00000087086,ENSG00000115355,ENSG00000116906,ENSG00000115561","ARCN1,COPB2,UBB,SEC31A,VPS28,COPA,VTA1,FTH1,SAR1B,STAM,UBA52,PUM1,ARF1,AP2M1,COPB1,HSPA8,CLTC,COPE,BLOC1S1,CHMP5,RPS27A,TSG101,COPZ1,FTL,CCDC88A,GNPAT,CHMP3",biological_process,cellular membrane organization,29,27,100,11.8161546115,5.67842755746
GO:0006364,"ENSG00000233927,ENSG00000164934,ENSG00000055044,ENSG00000182899,ENSG00000147679,ENSG00000123737,ENSG00000138326,ENSG00000164346,ENSG00000120699,ENSG00000108651,ENSG00000126524,ENSG00000171311,ENSG00000183520,ENSG00000142676,ENSG00000188846,ENSG00000075914,ENSG00000077348,ENSG00000137154,ENSG00000105193,ENSG00000161970,ENSG00000111615,ENSG00000084463,ENSG00000170515,ENSG00000101361,ENSG00000105372,ENSG00000109536,ENSG00000148843,ENSG00000213782,ENSG00000122406,ENSG00000171863,ENSG00000166197","RPS28,DCAF13,NOP58,RPL35A,UTP23,EXOSC9,RPS24,NSA2,EXOSC8,UTP6,SBDS,EXOSC1,UTP11L,RPL11,RPL14,EXOSC7,EXOSC5,RPS6,RPS16,RPL26,KRR1,WBP11,PA2G4,NOP56,RPS19,FRG1,PDCD11,DDX47,RPL5,RPS7,NOLC1",biological_process,rRNA processing,34,31,103,11.77611418,5.63838712592
GO:0008219,"ENSG00000130985,ENSG00000204843,ENSG00000130294,ENSG00000116288,ENSG00000066427,ENSG00000110321,ENSG00000112592,ENSG00000204120,ENSG00000130638,ENSG00000070501,ENSG00000101361,ENSG00000108518,ENSG00000101558,ENSG00000104763,ENSG00000107951,ENSG00000087086,ENSG00000168000,ENSG00000154277,ENSG00000176171,ENSG00000100225,ENSG00000106105,ENSG00000069329","UBA1,DCTN1,KIF1A,PARK7,ATXN3,EIF4G2,TBP,GIGYF2,ATXN10,POLB,NOP56,PFN1,VAPA,ASAH1,MTPAP,FTL,BSCL2,UCHL1,BNIP3,FBXO7,GARS,VPS35",biological_process,cell death,23,22,160,11.7597027466,5.62197569254
GO:0006468,"ENSG00000111358,ENSG00000134480,ENSG00000013441,ENSG00000121989,ENSG00000163882,ENSG00000124784,ENSG00000005075,ENSG00000097046,ENSG00000143776,ENSG00000012983,ENSG00000020426,ENSG00000113712,ENSG00000149269,ENSG00000180228,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000096063,ENSG00000100749,ENSG00000151422,ENSG00000047315,ENSG00000166333,ENSG00000114956,ENSG00000069956,ENSG00000145216,ENSG00000174891,ENSG00000139180,ENSG00000101266,ENSG00000164885,ENSG00000114388,ENSG00000159256,ENSG00000168002,ENSG00000082701,ENSG00000055332,ENSG00000134058,ENSG00000101109,ENSG00000071054,ENSG00000172757","GTF2H3,CCNH,CLK1,ACVR2A,POLR2H,RIOK1,POLR2J,CDC7,CDC42BPA,MAP4K5,MNAT1,CSNK1A1,PAK1,PRKRA,POLR2F,POLR2I,POLR2E,SRPK1,VRK1,FER,POLR2B,ILK,DGUOK,MAPK6,FIP1L1,RSRC1,NDUFA9,CSNK2A1,CDK5,NPRL2,MORC3,POLR2G,GSK3B,EIF2AK2,CDK7,STK4,MAP4K4,CFL1",biological_process,protein phosphorylation,43,38,648,11.7320697759,5.59434272182
GO:0006418,"ENSG00000134684,ENSG00000113643,ENSG00000134440,ENSG00000146282,ENSG00000180817,ENSG00000065427,ENSG00000106305,ENSG00000166986,ENSG00000110619,ENSG00000133706,ENSG00000170445,ENSG00000031698,ENSG00000136628,ENSG00000116120,ENSG00000115866,ENSG00000196305,ENSG00000172053,ENSG00000113407,ENSG00000106105,ENSG00000140105,ENSG00000138777","YARS,RARS,NARS,RARS2,PPA1,KARS,AIMP2,MARS,CARS,LARS,HARS,SARS,EPRS,FARSB,DARS,IARS,QARS,TARS,GARS,WARS,PPA2",biological_process,tRNA aminoacylation for protein translation,22,21,56,11.2479227655,5.11019571138
GO:0050434,"ENSG00000196235,ENSG00000163882,ENSG00000103363,ENSG00000111358,ENSG00000154582,ENSG00000092201,ENSG00000187735,ENSG00000020426,ENSG00000168002,ENSG00000047315,ENSG00000048649,ENSG00000188342,ENSG00000134058,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000005075,ENSG00000147669,ENSG00000101158,ENSG00000134480,ENSG00000108518","SUPT5H,POLR2H,TCEB2,GTF2H3,TCEB1,SUPT16H,TCEA1,MNAT1,POLR2G,POLR2B,RSF1,GTF2F2,CDK7,POLR2F,POLR2I,POLR2E,POLR2J,POLR2K,NELFCD,CCNH,PFN1",biological_process,positive regulation of viral transcription,22,21,56,11.2479227655,5.11019571138
GO:0042493,"ENSG00000174780,ENSG00000239672,ENSG00000087460,ENSG00000153037,ENSG00000198431,ENSG00000100883,ENSG00000164924,ENSG00000067560,ENSG00000147601,ENSG00000241370,ENSG00000170242,ENSG00000073050,ENSG00000100823,ENSG00000198900,ENSG00000112972,ENSG00000136810,ENSG00000129562,ENSG00000119048,ENSG00000100348,ENSG00000082701,ENSG00000130414,ENSG00000116906,ENSG00000118705,ENSG00000084754,ENSG00000110492","SRP72,NME1,GNAS,SRP19,TXNRD1,SRP54,YWHAZ,RHOA,TERF1,RPP21,USP47,XRCC1,APEX1,TOP1,HMGCS1,TXN,DAD1,UBE2B,TXN2,GSK3B,NDUFA10,GNPAT,RPN2,HADHA,MDK",biological_process,response to drug,27,25,307,10.8601488226,4.72242176847
GO:0044255,"ENSG00000104325,ENSG00000149485,ENSG00000075239,ENSG00000138413,ENSG00000141027,ENSG00000198431,ENSG00000127884,ENSG00000112972,ENSG00000117054,ENSG00000131473,ENSG00000116906,ENSG00000137574,ENSG00000113161,ENSG00000171720,ENSG00000079459,ENSG00000084754,ENSG00000099797,ENSG00000204310,ENSG00000177200,ENSG00000116171","DECR1,FADS1,ACAT1,IDH1,NCOR1,TXNRD1,ECHS1,HMGCS1,ACADM,ACLY,GNPAT,TGS1,HMGCR,HDAC3,FDFT1,HADHA,TECR,AGPAT1,CHD9,SCP2",biological_process,cellular lipid metabolic process,21,20,156,10.7361872538,4.59846019973
GO:0009615,"ENSG00000079785,ENSG00000254772,ENSG00000133112,ENSG00000150753,ENSG00000159128,ENSG00000106588,ENSG00000256646,ENSG00000134248,ENSG00000142166,ENSG00000175334,ENSG00000117632,ENSG00000180228,ENSG00000215301,ENSG00000174953,ENSG00000119655,ENSG00000134419,ENSG00000074800,ENSG00000164163,ENSG00000172757","DDX1,EEF1G,TPT1,CCT5,IFNGR2,PSMA2,PSMA2,LAMTOR5,IFNAR1,BANF1,STMN1,PRKRA,DDX3X,DHX36,NPC2,RPS15A,ENO1,ABCE1,CFL1",biological_process,response to virus,20,19,134,10.2244962038,4.08676914968
GO:0045087,"ENSG00000170315,ENSG00000241258,ENSG00000197111,ENSG00000177889,ENSG00000108561,ENSG00000215301,ENSG00000221983,ENSG00000096384,ENSG00000096063,ENSG00000106052,ENSG00000244038,ENSG00000052723,ENSG00000244687,ENSG00000100393,ENSG00000115966,ENSG00000165416,ENSG00000136810,ENSG00000143947,ENSG00000198898,ENSG00000166598,ENSG00000145782,ENSG00000116489,ENSG00000189403","UBB,CRCP,PCBP2,UBE2N,C1QBP,DDX3X,UBA52,HSP90AB1,SRPK1,TAX1BP1,DDOST,SIKE1,UBE2V1,EP300,ATF2,SUGT1,TXN,RPS27A,CAPZA2,HSP90B1,ATG12,CAPZA1,HMGB1",biological_process,innate immune response,25,23,382,9.90925760508,3.771530551
GO:0000086,"ENSG00000108953,ENSG00000134480,ENSG00000167552,ENSG00000138107,ENSG00000204843,ENSG00000077380,ENSG00000074054,ENSG00000007168,ENSG00000128989,ENSG00000147400,ENSG00000127914,ENSG00000088986,ENSG00000020426,ENSG00000131462,ENSG00000147601,ENSG00000175203,ENSG00000078674,ENSG00000080824,ENSG00000175216,ENSG00000101367,ENSG00000134058,ENSG00000137100,ENSG00000089053","YWHAE,CCNH,TUBA1A,ACTR1A,DCTN1,DYNC1I2,CLASP1,PAFAH1B1,ARPP19,CETN2,AKAP9,DYNLL1,MNAT1,TUBG1,TERF1,DCTN2,PCM1,HSP90AA1,CKAP5,MAPRE1,CDK7,DCTN3,ANAPC5",biological_process,G2/M transition of mitotic cell cycle,25,23,126,9.90925760508,3.771530551
GO:0006629,"ENSG00000197746,ENSG00000152234,ENSG00000099194,ENSG00000099797,ENSG00000214078,ENSG00000164687,ENSG00000133027,ENSG00000149485,ENSG00000097021,ENSG00000072506,ENSG00000085719,ENSG00000143198,ENSG00000180957,ENSG00000112972,ENSG00000172531,ENSG00000110955,ENSG00000120437,ENSG00000104763","PSAP,ATP5A1,SCD,TECR,CPNE1,FABP5,PEMT,FADS1,ACOT7,HSD17B10,CPNE3,MGST3,PITPNB,HMGCS1,PPP1CA,ATP5B,ACAT2,ASAH1",biological_process,lipid metabolic process,19,18,228,9.71284960746,3.57512255337
GO:0006289,"ENSG00000111358,ENSG00000014824,ENSG00000047315,ENSG00000187735,ENSG00000020426,ENSG00000168002,ENSG00000163882,ENSG00000134058,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000005075,ENSG00000117748,ENSG00000147669,ENSG00000163918,ENSG00000147400,ENSG00000134480,ENSG00000066427","GTF2H3,SLC30A9,POLR2B,TCEA1,MNAT1,POLR2G,POLR2H,CDK7,POLR2F,POLR2I,POLR2E,POLR2J,RPA2,POLR2K,RFC4,CETN2,CCNH,ATXN3",biological_process,nucleotide-excision repair,19,18,84,9.71284960746,3.57512255337
GO:0007596,"ENSG00000196396,ENSG00000117461,ENSG00000102265,ENSG00000077549,ENSG00000143933,ENSG00000196262,ENSG00000108561,ENSG00000087460,ENSG00000177885,ENSG00000196591,ENSG00000136631,ENSG00000004487,ENSG00000128595,ENSG00000171988,ENSG00000136238,ENSG00000186469,ENSG00000154639,ENSG00000163041,ENSG00000197746,ENSG00000067560,ENSG00000108384,ENSG00000172270,ENSG00000070831,ENSG00000164924,ENSG00000164885,ENSG00000108518,ENSG00000068796,ENSG00000198898,ENSG00000090621,ENSG00000135404,ENSG00000074695,ENSG00000104112,ENSG00000149925,ENSG00000164111,ENSG00000070961,ENSG00000116489,ENSG00000094916,ENSG00000075624,ENSG00000172757","PTPN1,PIK3R3,TIMP1,CAPZB,CALM2,PPIA,C1QBP,GNAS,GRB2,HDAC2,VPS45,KDM1A,CALU,JMJD1C,RAC1,GNG2,CXADR,H3F3A,PSAP,RHOA,RAD51C,BSG,CDC42,YWHAZ,CDK5,PFN1,KIF2A,CAPZA2,PABPC4,CD63,LMAN1,SCG3,ALDOA,ANXA5,ATP2B1,CAPZA1,CBX5,ACTB,CFL1",biological_process,blood coagulation,46,39,504,9.663560922,3.52583386792
GO:0006200,"ENSG00000152234,ENSG00000131473,ENSG00000241468,ENSG00000138430,ENSG00000215301,ENSG00000095002,ENSG00000153147,ENSG00000087191,ENSG00000163636,ENSG00000144381,ENSG00000100764,ENSG00000165629,ENSG00000076242,ENSG00000116459,ENSG00000138138,ENSG00000080824,ENSG00000100519,ENSG00000183207,ENSG00000064933,ENSG00000167863,ENSG00000169020,ENSG00000154723,ENSG00000161057,ENSG00000241837,ENSG00000110955,ENSG00000127603","ATP5A1,ACLY,ATP5J2,OLA1,DDX3X,MSH2,SMARCA5,PSMC5,PSMD6,HSPD1,PSMC1,ATP5C1,MLH1,ATP5F1,ATAD1,HSP90AA1,PSMC6,RUVBL2,PMS1,ATP5H,ATP5I,ATP5J,PSMC2,ATP5O,ATP5B,MACF1",biological_process,ATP catabolic process,29,26,88,9.52358999648,3.3858629424
GO:0006397,"ENSG00000163156,ENSG00000163634,ENSG00000173933,ENSG00000108848,ENSG00000088930,ENSG00000115875,ENSG00000116560,ENSG00000087365,ENSG00000125835,ENSG00000109606,ENSG00000108561,ENSG00000100461,ENSG00000143977,ENSG00000139343,ENSG00000119707,ENSG00000125870,ENSG00000131051,ENSG00000182004,ENSG00000183431,ENSG00000204392,ENSG00000162664,ENSG00000096063,ENSG00000112531,ENSG00000122566,ENSG00000054118,ENSG00000196504,ENSG00000132485,ENSG00000159140,ENSG00000109971,ENSG00000175324,ENSG00000145216,ENSG00000145833,ENSG00000125944,ENSG00000116754,ENSG00000153006,ENSG00000116752,ENSG00000125676,ENSG00000084463,ENSG00000091009,ENSG00000138433,ENSG00000100028,ENSG00000148843,ENSG00000185246,ENSG00000090060,ENSG00000124380,ENSG00000170860,ENSG00000023734,ENSG00000248643,ENSG00000139168,ENSG00000160201,ENSG00000213782,ENSG00000153914,ENSG00000100320,ENSG00000134748,ENSG00000135486,ENSG00000100650,ENSG00000126653","SCNM1,THOC7,RBM4,LUC7L3,XRN2,SRSF7,SFPQ,SF3B2,SNRPB,DHX15,C1QBP,RBM23,SNRPG,SNRPF,RBM25,SNRPB2,RBM39,SNRPE,SF3A3,LSM2,ZNF326,SRPK1,QKI,HNRNPA2B1,THRAP3,PRPF40A,ZRANB2,SON,HSPA8,LSM1,FIP1L1,DDX46,HNRNPR,SRSF11,SREK1IP1,BCAS2,THOC2,WBP11,RBM27,CIR1,SNRPD3,PDCD11,PRPF39,PAPOLA,SNRNP27,LSM3,STRAP,RBM14-RBM4,ZCRB1,U2AF1,DDX47,SREK1,RBFOX2,PRPF38A,HNRNPA1,SRSF5,NSRP1",biological_process,mRNA processing,71,57,240,9.49692409945,3.35919704537
GO:0006511,"ENSG00000185651,ENSG00000078140,ENSG00000102226,ENSG00000110801,ENSG00000041357,ENSG00000108671,ENSG00000129559,ENSG00000177889,ENSG00000101182,ENSG00000100567,ENSG00000101557,ENSG00000094631,ENSG00000182670,ENSG00000106588,ENSG00000256646,ENSG00000077254,ENSG00000154582,ENSG00000129084,ENSG00000077721,ENSG00000100902,ENSG00000170242,ENSG00000100519,ENSG00000119048,ENSG00000118939,ENSG00000066427,ENSG00000070010,ENSG00000143106,ENSG00000094880,ENSG00000103194,ENSG00000140455,ENSG00000154277,ENSG00000142507,ENSG00000187555,ENSG00000161057,ENSG00000125818,ENSG00000100225,ENSG00000089053,ENSG00000115233,ENSG00000138592,ENSG00000256206,ENSG00000033178","UBE2L3,UBE2K,USP11,PSMD9,PSMA4,PSMD11,NEDD8,UBE2N,PSMA7,PSMA3,USP14,HDAC6,TTC3,PSMA2,PSMA2,USP33,TCEB1,PSMA1,UBE2A,PSMA6,USP47,PSMC6,UBE2B,UCHL3,ATXN3,UFD1L,PSMA5,CDC23,USP10,USP3,UCHL1,PSMB6,USP7,PSMC2,PSMF1,FBXO7,ANAPC5,PSMD14,USP8,PSMA1,UBA6",biological_process,ubiquitin-dependent protein catabolic process,49,41,196,9.35595394798,3.2182268939
GO:0006184,"ENSG00000138069,ENSG00000103769,ENSG00000074935,ENSG00000167552,ENSG00000162188,ENSG00000152700,ENSG00000087460,ENSG00000174021,ENSG00000099246,ENSG00000213465,ENSG00000168118,ENSG00000185236,ENSG00000100883,ENSG00000143761,ENSG00000100664,ENSG00000166128,ENSG00000131462,ENSG00000067560,ENSG00000138175,ENSG00000070831,ENSG00000115963,ENSG00000079332,ENSG00000134697,ENSG00000163938,ENSG00000107937,ENSG00000182934,ENSG00000136238,ENSG00000132341,ENSG00000168374","RAB1A,RAB11A,TUBE1,TUBA1A,GNG3,SAR1B,GNAS,GNG5,RAB18,ARL2,RAB4A,RAB11B,SRP54,ARF1,EIF5,RAB8B,TUBG1,RHOA,ARL3,CDC42,RND3,SAR1A,GNL2,GNL3,GTPBP4,SRPR,RAC1,RAN,ARF4",biological_process,GTP catabolic process,33,29,269,9.33477297286,3.19704591877
GO:0000226,"ENSG00000143776,ENSG00000116957,ENSG00000131462,ENSG00000159140,ENSG00000007168,ENSG00000151422,ENSG00000111640,ENSG00000167552,ENSG00000170296,ENSG00000135720,ENSG00000115355,ENSG00000074054,ENSG00000140463,ENSG00000168172,ENSG00000151914,ENSG00000066427,ENSG00000126756","CDC42BPA,TBCE,TUBG1,SON,PAFAH1B1,FER,GAPDH,TUBA1A,GABARAP,DYNC1LI2,CCDC88A,CLASP1,BBS4,HOOK3,DST,ATXN3,UXT",biological_process,microtubule cytoskeleton organization,18,17,76,9.20124745693,3.06352040285
GO:0007275,"ENSG00000079785,ENSG00000129824,ENSG00000165209,ENSG00000167468,ENSG00000125954,ENSG00000118482,ENSG00000153774,ENSG00000059728,ENSG00000187555,ENSG00000005955,ENSG00000198034,ENSG00000166681,ENSG00000258289,ENSG00000056097,ENSG00000116918,ENSG00000136485,ENSG00000111669,ENSG00000175183,ENSG00000185721,ENSG00000029993,ENSG00000166426","DDX1,RPS4Y1,STRBP,GPX4,CHURC1-FNTB,PHF3,CFDP1,MXD1,USP7,GGNBP2,RPS4X,NGFRAP1,CHURC1,ZFR,TSNAX,DCAF7,TPI1,CSRP2,DRG1,HMGB3,CRABP1",biological_process,multicellular organismal development,23,21,564,8.96425635676,2.82652930267
GO:0007155,"ENSG00000153774,ENSG00000067560,ENSG00000083457,ENSG00000092148,ENSG00000243678,ENSG00000149557,ENSG00000081870,ENSG00000168028,ENSG00000134982,ENSG00000151914,ENSG00000136238,ENSG00000011052,ENSG00000115963,ENSG00000100941,ENSG00000151422,ENSG00000044115","CFDP1,RHOA,ITGAE,HECTD1,NME1-NME2,FEZ1,HSPB11,RPSA,APC,DST,RAC1,NME2,RND3,PNN,FER,CTNNA1",biological_process,cell adhesion,17,16,494,8.68968974434,2.55196269025
GO:0006338,"ENSG00000196235,ENSG00000163939,ENSG00000173473,ENSG00000153147,ENSG00000099956,ENSG00000048649,ENSG00000176171,ENSG00000073584,ENSG00000198900,ENSG00000171634,ENSG00000122565,ENSG00000102038,ENSG00000162521,ENSG00000196591,ENSG00000163104,ENSG00000139613","SUPT5H,PBRM1,SMARCC1,SMARCA5,SMARCB1,RSF1,BNIP3,SMARCE1,TOP1,BPTF,CBX3,SMARCA1,RBBP4,HDAC2,SMARCAD1,SMARCC2",biological_process,chromatin remodeling,17,16,64,8.68968974434,2.55196269025
GO:0006979,"ENSG00000105854,ENSG00000167468,ENSG00000126432,ENSG00000100804,ENSG00000100348,ENSG00000177556,ENSG00000198431,ENSG00000138413,ENSG00000110717,ENSG00000158864,ENSG00000164985,ENSG00000165672,ENSG00000065518,ENSG00000117450,ENSG00000167815,ENSG00000184752","PON2,GPX4,PRDX5,PSMB5,TXN2,ATOX1,TXNRD1,IDH1,NDUFS8,NDUFS2,PSIP1,PRDX3,NDUFB4,PRDX1,PRDX2,NDUFA12",biological_process,response to oxidative stress,17,16,126,8.68968974434,2.55196269025
GO:0006370,"ENSG00000196235,ENSG00000163882,ENSG00000111358,ENSG00000134480,ENSG00000047315,ENSG00000020426,ENSG00000168002,ENSG00000169612,ENSG00000188342,ENSG00000134058,ENSG00000100142,ENSG00000105258,ENSG00000099817,ENSG00000005075,ENSG00000147669,ENSG00000101654","SUPT5H,POLR2H,GTF2H3,CCNH,POLR2B,MNAT1,POLR2G,FAM103A1,GTF2F2,CDK7,POLR2F,POLR2I,POLR2E,POLR2J,POLR2K,RNMT",biological_process,7-methylguanosine mRNA capping,17,16,37,8.68968974434,2.55196269025
GO:0006120,"ENSG00000167792,ENSG00000065518,ENSG00000166136,ENSG00000125356,ENSG00000090266,ENSG00000183648,ENSG00000189043,ENSG00000128609,ENSG00000160194,ENSG00000119421,ENSG00000259112,ENSG00000168653,ENSG00000139180,ENSG00000091140,ENSG00000110717,ENSG00000136521,ENSG00000178127,ENSG00000115286,ENSG00000004779,ENSG00000165264,ENSG00000140990,ENSG00000158864,ENSG00000164258,ENSG00000151366,ENSG00000130414,ENSG00000170906,ENSG00000109390","NDUFV1,NDUFB4,NDUFB8,NDUFA1,NDUFB2,NDUFB1,NDUFA4,NDUFA5,NDUFV3,NDUFA8,NDUFC2-KCTD14,NDUFS5,NDUFA9,DLD,NDUFS8,NDUFB5,NDUFV2,NDUFS7,NDUFAB1,NDUFB6,NDUFB10,NDUFS2,NDUFS4,NDUFC2,NDUFA10,NDUFA3,NDUFC1",biological_process,"mitochondrial electron transport, NADH to ubiquinone",31,27,55,8.49443900841,2.35671195433
GO:0006260,"ENSG00000164815,ENSG00000106028,ENSG00000092201,ENSG00000111653,ENSG00000132780,ENSG00000148229,ENSG00000248643,ENSG00000183207,ENSG00000135336,ENSG00000115355,ENSG00000167085,ENSG00000187109,ENSG00000198900,ENSG00000117748,ENSG00000115947,ENSG00000163918,ENSG00000159593,ENSG00000162521,ENSG00000097046,ENSG00000100865","ORC5,SSBP1,SUPT16H,ING4,NASP,POLE3,RBM14-RBM4,RUVBL2,ORC3,CCDC88A,PHB,NAP1L1,TOP1,RPA2,ORC4,RFC4,NAE1,RBBP4,CDC7,CINP",biological_process,DNA replication,22,20,164,8.49425922476,2.35653217068
GO:0006508,"ENSG00000166562,ENSG00000121022,ENSG00000163636,ENSG00000164305,ENSG00000129559,ENSG00000177889,ENSG00000136758,ENSG00000174093,ENSG00000116288,ENSG00000161057,ENSG00000196236,ENSG00000087191,ENSG00000108039,ENSG00000099341,ENSG00000163904,ENSG00000100764,ENSG00000078618,ENSG00000110429,ENSG00000125656,ENSG00000091140,ENSG00000139684,ENSG00000111142,ENSG00000114902,ENSG00000168397,ENSG00000144744,ENSG00000113851,ENSG00000010256,ENSG00000167770,ENSG00000102910,ENSG00000112701,ENSG00000140612,ENSG00000127922,ENSG00000105819","SEC11C,COPS5,PSMD6,CASP3,NEDD8,UBE2N,YME1L1,RP11-1407O15.2,PARK7,PSMC2,XPNPEP3,PSMC5,XPNPEP1,PSMD8,SENP2,PSMC1,NRD1,FBXO3,CLPP,DLD,ESD,METAP2,SPCS1,ATG4B,UBA3,CRBN,UQCRC1,OTUB1,LONP2,SENP6,SEC11A,SHFM1,PMPCB",biological_process,proteolysis,39,33,537,8.47392834575,2.33620129166
GO:0008285,"ENSG00000167996,ENSG00000167085,ENSG00000136754,ENSG00000204435,ENSG00000239672,ENSG00000078304,ENSG00000099956,ENSG00000180228,ENSG00000074319,ENSG00000106305,ENSG00000257365,ENSG00000162521,ENSG00000003756,ENSG00000111653,ENSG00000134982,ENSG00000213977,ENSG00000100532,ENSG00000140105,ENSG00000181163,ENSG00000163939,ENSG00000107937,ENSG00000055332,ENSG00000101109","FTH1,PHB,ABI1,CSNK2B,NME1,PPP2R5C,SMARCB1,PRKRA,TSG101,AIMP2,FNTB,RBBP4,RBM5,ING4,APC,TAX1BP3,CGRRF1,WARS,NPM1,PBRM1,GTPBP4,EIF2AK2,STK4",biological_process,negative regulation of cell proliferation,26,23,409,8.19805737849,2.0603303244
GO:0006310,"ENSG00000085224,ENSG00000116560,ENSG00000175792,ENSG00000136824,ENSG00000079246,ENSG00000164754,ENSG00000187778,ENSG00000087191,ENSG00000165916,ENSG00000143748,ENSG00000100764,ENSG00000138138,ENSG00000108384,ENSG00000100823,ENSG00000100519,ENSG00000129197,ENSG00000211460,ENSG00000183207,ENSG00000029993,ENSG00000169189,ENSG00000248643,ENSG00000168214,ENSG00000189403","ATRX,SFPQ,RUVBL1,SMC2,XRCC5,RAD21,MCRS1,PSMC5,PSMC3,NVL,PSMC1,ATAD1,RAD51C,APEX1,PSMC6,RPAIN,TSN,RUVBL2,HMGB3,NSMCE1,RBM14-RBM4,RBPJ,HMGB1",biological_process,DNA recombination,26,23,111,8.19805737849,2.0603303244
GO:0055086,"ENSG00000198931,ENSG00000159131,ENSG00000178035,ENSG00000004455,ENSG00000243678,ENSG00000198431,ENSG00000128050,ENSG00000106992,ENSG00000138363,ENSG00000011052,ENSG00000239900,ENSG00000122643,ENSG00000239672,ENSG00000136810,ENSG00000114956","APRT,GART,IMPDH2,AK2,NME1-NME2,TXNRD1,PAICS,AK1,ATIC,NME2,ADSL,NT5C3A,NME1,TXN,DGUOK",biological_process,nucleobase-containing small molecule metabolic process,16,15,73,8.17817646181,2.04044940772
