,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0006644,"ENSG00000101558,ENSG00000102393,ENSG00000133027,ENSG00000143753","VAPA,GLA,PEMT,DEGS1",biological_process,phospholipid metabolic process,5,4,260,5.56545509498,0.223120843014,excluded,NPC
GO:0051289,"ENSG00000145439,ENSG00000149925,ENSG00000178035,ENSG00000087470","CBR4,ALDOA,IMPDH2,DNM1L",biological_process,protein homotetramerization,5,4,49,5.56545509498,0.223120843014,excluded,NPC
GO:0006096,"ENSG00000149925,ENSG00000131828,ENSG00000067225,ENSG00000134333","ALDOA,PDHA1,PKM,LDHA",biological_process,glycolysis,5,4,50,5.56545509498,0.223120843014,excluded,NPC
GO:0043982,"ENSG00000139620,ENSG00000025293,ENSG00000187778,ENSG00000111653","KANSL2,PHF20,MCRS1,ING4",biological_process,histone H4-K8 acetylation,5,4,16,5.56545509498,0.223120843014,excluded,NPC
GO:0043981,"ENSG00000139620,ENSG00000025293,ENSG00000187778,ENSG00000111653","KANSL2,PHF20,MCRS1,ING4",biological_process,histone H4-K5 acetylation,5,4,16,5.56545509498,0.223120843014,excluded,NPC
GO:0007163,"ENSG00000070831,ENSG00000138071,ENSG00000082701,ENSG00000127603","CDC42,ACTR2,GSK3B,MACF1",biological_process,establishment or maintenance of cell polarity,5,4,24,5.56545509498,0.223120843014,excluded,NPC
GO:0042059,"ENSG00000070831,ENSG00000122705,ENSG00000136738,ENSG00000221983","CDC42,CLTA,STAM,UBA52",biological_process,negative regulation of epidermal growth factor receptor signaling pathway,5,4,35,5.56545509498,0.223120843014,excluded,NPC
GO:0042147,"ENSG00000120805,ENSG00000129515,ENSG00000008294,ENSG00000069329","ARL1,SNX6,SPAG9,VPS35",biological_process,"retrograde transport, endosome to Golgi",5,4,31,5.56545509498,0.223120843014,excluded,NPC
GO:0006446,"ENSG00000147677,ENSG00000156976,ENSG00000104408,ENSG00000122033","EIF3H,EIF4A2,EIF3E,MTIF3",biological_process,regulation of translational initiation,5,4,28,5.56545509498,0.223120843014,excluded,NPC
GO:0051056,"ENSG00000155366,ENSG00000128656,ENSG00000057608,ENSG00000067560,ENSG00000070831","RHOC,CHN1,GDI2,RHOA,CDC42",biological_process,regulation of small GTPase mediated signal transduction,7,5,180,5.06423552832,-0.278098723643,excluded,NPC
GO:0006338,"ENSG00000124177,ENSG00000073584,ENSG00000162521,ENSG00000196591,ENSG00000163104","CHD6,SMARCE1,RBBP4,HDAC2,SMARCAD1",biological_process,chromatin remodeling,7,5,64,5.06423552832,-0.278098723643,excluded,NPC
GO:0016477,"ENSG00000150093,ENSG00000007168,ENSG00000196504,ENSG00000082701,ENSG00000134982","ITGB1,PAFAH1B1,PRPF40A,GSK3B,APC",biological_process,cell migration,7,5,140,5.06423552832,-0.278098723643,excluded,NPC
GO:0001666,"ENSG00000119048,ENSG00000092108,ENSG00000067560,ENSG00000166598","UBE2B,SCFD1,RHOA,HSP90B1",biological_process,response to hypoxia,6,4,173,4.09292647416,-1.2494077778,excluded,NPC
GO:0006461,"ENSG00000134982,ENSG00000198898,ENSG00000136628,ENSG00000116489","APC,CAPZA2,EPRS,CAPZA1",biological_process,protein complex assembly,6,4,134,4.09292647416,-1.2494077778,excluded,NPC
GO:0001934,"ENSG00000204628,ENSG00000070831,ENSG00000121989,ENSG00000189403","GNB2L1,CDC42,ACVR2A,HMGB1",biological_process,positive regulation of protein phosphorylation,6,4,104,4.09292647416,-1.2494077778,excluded,NPC
GO:0006974,"ENSG00000076242,ENSG00000134982,ENSG00000090061,ENSG00000164305,ENSG00000119048,ENSG00000148153","MLH1,APC,CCNK,CASP3,UBE2B,INIP",biological_process,response to DNA damage stimulus,10,6,184,4.01399535703,-1.32833889494,excluded,NPC
GO:0007265,"ENSG00000166913,ENSG00000148484,ENSG00000145907,ENSG00000108061","YWHAB,RSU1,G3BP1,SHOC2",biological_process,Ras protein signal transduction,7,4,81,3.15544889949,-2.18688535248,excluded,NPC
GO:0030968,"ENSG00000138674,ENSG00000159720,ENSG00000166598","SEC31A,ATP6V0D1,HSP90B1",biological_process,endoplasmic reticulum unfolded protein response,5,3,87,3.14624048369,-2.19609376828,excluded,NPC
GO:0006695,"ENSG00000160752,ENSG00000079459,ENSG00000147155","FDPS,FDFT1,EBP",biological_process,cholesterol biosynthetic process,5,3,37,3.14624048369,-2.19609376828,excluded,NPC
GO:0006987,"ENSG00000138674,ENSG00000159720,ENSG00000166598","SEC31A,ATP6V0D1,HSP90B1",biological_process,activation of signaling protein activity involved in unfolded protein response,5,3,68,3.14624048369,-2.19609376828,excluded,NPC
GO:0007010,"ENSG00000158427,ENSG00000196504,ENSG00000163069","TMSB15B,PRPF40A,SGCB",biological_process,cytoskeleton organization,5,3,131,3.14624048369,-2.19609376828,excluded,NPC
