,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0006892,"ENSG00000092108,ENSG00000109971,ENSG00000141367,ENSG00000087086,ENSG00000167996,ENSG00000135441,ENSG00000143761","SCFD1,HSPA8,CLTC,FTL,FTH1,BLOC1S1,ARF1",biological_process,post-Golgi vesicle-mediated transport,9,7,40,6.95021527112,0.958750724009,included,NPC
GO:0015758,"ENSG00000164687,ENSG00000153201,ENSG00000102900,ENSG00000166263,ENSG00000101146,ENSG00000047410,ENSG00000136243","FABP5,RANBP2,NUP93,STXBP4,RAE1,TPR,NUPL2",biological_process,glucose transport,9,7,63,6.95021527112,0.958750724009,included,NPC
GO:0016055,"ENSG00000113712,ENSG00000166477,ENSG00000082701,ENSG00000140395,ENSG00000134982,ENSG00000204435,ENSG00000117899,ENSG00000101266","CSNK1A1,LEO1,GSK3B,WDR61,APC,CSNK2B,MESDC2,CSNK2A1",biological_process,Wnt receptor signaling pathway,11,8,171,6.59980752347,0.608342976362,included,NPC
GO:0030335,"ENSG00000166333,ENSG00000134982,ENSG00000204628,ENSG00000067560,ENSG00000113811","ILK,APC,GNB2L1,RHOA,SELK",biological_process,positive regulation of cell migration,6,5,120,6.59632936401,0.604864816905,included,NPC
GO:0050796,"ENSG00000166562,ENSG00000114902,ENSG00000005022,ENSG00000140612,ENSG00000151729","SEC11C,SPCS1,SLC25A5,SEC11A,SLC25A4",biological_process,regulation of insulin secretion,6,5,88,6.59632936401,0.604864816905,included,NPC
GO:0043968,"ENSG00000175792,ENSG00000112983,ENSG00000183207,ENSG00000185787,ENSG00000071243","RUVBL1,BRD8,RUVBL2,MORF4L1,ING3",biological_process,histone H2A acetylation,6,5,13,6.59632936401,0.604864816905,included,NPC
GO:0071230,"ENSG00000149357,ENSG00000188186,ENSG00000134248,ENSG00000116586,ENSG00000130816","LAMTOR1,LAMTOR4,LAMTOR5,LAMTOR2,DNMT1",biological_process,cellular response to amino acid stimulus,6,5,42,6.59632936401,0.604864816905,included,NPC
GO:0007017,"ENSG00000007168,ENSG00000137100,ENSG00000088986,ENSG00000167552,ENSG00000131462","PAFAH1B1,DCTN3,DYNLL1,TUBA1A,TUBG1",biological_process,microtubule-based process,6,5,34,6.59632936401,0.604864816905,included,NPC
GO:0010827,"ENSG00000101146,ENSG00000102900,ENSG00000047410,ENSG00000136243,ENSG00000153201","RAE1,NUP93,TPR,NUPL2,RANBP2",biological_process,regulation of glucose transport,6,5,32,6.59632936401,0.604864816905,included,NPC
GO:0007052,"ENSG00000117632,ENSG00000132341,ENSG00000108055,ENSG00000068796,ENSG00000047849","STMN1,RAN,SMC3,KIF2A,MAP4",biological_process,mitotic spindle organization,6,5,19,6.59632936401,0.604864816905,included,NPC
GO:0001824,"ENSG00000092140,ENSG00000129562,ENSG00000152944,ENSG00000165916,ENSG00000132780","G2E3,DAD1,MED21,PSMC3,NASP",biological_process,blastocyst development,6,5,30,6.59632936401,0.604864816905,included,NPC
GO:0001934,"ENSG00000204628,ENSG00000075151,ENSG00000121989,ENSG00000189403,ENSG00000070831","GNB2L1,EIF4G3,ACVR2A,HMGB1,CDC42",biological_process,positive regulation of protein phosphorylation,6,5,104,6.59632936401,0.604864816905,included,NPC
GO:0006811,"ENSG00000137726,ENSG00000144136,ENSG00000111371,ENSG00000255245,ENSG00000134294","FXYD6,SLC20A1,SLC38A1,FXYD6-FXYD2,SLC38A2",biological_process,ion transport,6,5,307,6.59632936401,0.604864816905,included,NPC
GO:0007243,"ENSG00000096063,ENSG00000215301,ENSG00000101109,ENSG00000071054,ENSG00000012983","SRPK1,DDX3X,STK4,MAP4K4,MAP4K5",biological_process,intracellular protein kinase cascade,6,5,100,6.59632936401,0.604864816905,included,NPC
GO:0007266,"ENSG00000204138,ENSG00000074696,ENSG00000089820,ENSG00000067560,ENSG00000172757","PHACTR4,PTPLAD1,ARHGAP4,RHOA,CFL1",biological_process,Rho protein signal transduction,6,5,51,6.59632936401,0.604864816905,included,NPC
GO:0006306,"ENSG00000085224,ENSG00000066651,ENSG00000181090,ENSG00000005483,ENSG00000130816","ATRX,TRMT11,EHMT1,KMT2E,DNMT1",biological_process,DNA methylation,6,5,28,6.59632936401,0.604864816905,included,NPC
GO:0006890,"ENSG00000111481,ENSG00000092108,ENSG00000122218,ENSG00000184432,ENSG00000143761,ENSG00000129083","COPZ1,SCFD1,COPA,COPB2,ARF1,COPB1",biological_process,"retrograde vesicle-mediated transport, Golgi to ER",8,6,29,5.96116341803,-0.0303011290757,included,NPC
GO:0042384,"ENSG00000135541,ENSG00000078674,ENSG00000173226,ENSG00000140463,ENSG00000214413,ENSG00000168385","AHI1,PCM1,IQCB1,BBS4,BBIP1,SEPT2",biological_process,cilium assembly,8,6,71,5.96116341803,-0.0303011290757,included,NPC
GO:0006955,"ENSG00000180228,ENSG00000123737,ENSG00000143621,ENSG00000167996,ENSG00000100528,ENSG00000113141","PRKRA,EXOSC9,ILF2,FTH1,CNIH1,IK",biological_process,immune response,8,6,561,5.96116341803,-0.0303011290757,included,NPC
GO:0006631,"ENSG00000120992,ENSG00000011009,ENSG00000163126,ENSG00000084754","LYPLA1,LYPLA2,ANKRD23,HADHA",biological_process,fatty acid metabolic process,5,4,64,5.49638640316,-0.495078143945,included,NPC
GO:0006401,"ENSG00000075914,ENSG00000088930,ENSG00000077348,ENSG00000164163","EXOSC7,XRN2,EXOSC5,ABCE1",biological_process,RNA catabolic process,5,4,19,5.49638640316,-0.495078143945,included,NPC
GO:0006337,"ENSG00000073584,ENSG00000173473,ENSG00000092201,ENSG00000139613","SMARCE1,SMARCC1,SUPT16H,SMARCC2",biological_process,nucleosome disassembly,5,4,17,5.49638640316,-0.495078143945,included,NPC
GO:0006796,"ENSG00000138777,ENSG00000144136,ENSG00000180817,ENSG00000119640","PPA2,SLC20A1,PPA1,ACYP1",biological_process,phosphate-containing compound metabolic process,5,4,22,5.49638640316,-0.495078143945,included,NPC
GO:0048025,"ENSG00000122566,ENSG00000188529,ENSG00000115875,ENSG00000147274","HNRNPA2B1,SRSF10,SRSF7,RBMX",biological_process,"negative regulation of mRNA splicing, via spliceosome",5,4,13,5.49638640316,-0.495078143945,included,NPC
GO:0006241,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,CTP biosynthetic process,5,4,12,5.49638640316,-0.495078143945,included,NPC
GO:0006228,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,UTP biosynthetic process,5,4,12,5.49638640316,-0.495078143945,included,NPC
GO:0000045,"ENSG00000168397,ENSG00000170296,ENSG00000034713,ENSG00000145782","ATG4B,GABARAP,GABARAPL2,ATG12",biological_process,autophagic vacuole assembly,5,4,31,5.49638640316,-0.495078143945,included,NPC
GO:0006165,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,nucleoside diphosphate phosphorylation,5,4,11,5.49638640316,-0.495078143945,included,NPC
GO:0032784,"ENSG00000123297,ENSG00000196235,ENSG00000102241,ENSG00000187735","TSFM,SUPT5H,HTATSF1,TCEA1",biological_process,"regulation of DNA-dependent transcription, elongation",5,4,15,5.49638640316,-0.495078143945,included,NPC
GO:0032008,"ENSG00000149357,ENSG00000188186,ENSG00000134248,ENSG00000116586","LAMTOR1,LAMTOR4,LAMTOR5,LAMTOR2",biological_process,positive regulation of TOR signaling cascade,5,4,17,5.49638640316,-0.495078143945,included,NPC
GO:0001501,"ENSG00000117450,ENSG00000147155,ENSG00000070010,ENSG00000182718","PRDX1,EBP,UFD1L,ANXA2",biological_process,skeletal system development,5,4,152,5.49638640316,-0.495078143945,included,NPC
GO:0030838,"ENSG00000177885,ENSG00000136238,ENSG00000067560,ENSG00000163466","GRB2,RAC1,RHOA,ARPC2",biological_process,positive regulation of actin filament polymerization,5,4,38,5.49638640316,-0.495078143945,included,NPC
GO:0008104,"ENSG00000129559,ENSG00000181163,ENSG00000255526,ENSG00000112514","NEDD8,NPM1,NEDD8-MDP1,CUTA",biological_process,protein localization,5,4,67,5.49638640316,-0.495078143945,included,NPC
GO:0008344,"ENSG00000007168,ENSG00000116288,ENSG00000131238,ENSG00000204120","PAFAH1B1,PARK7,PPT1,GIGYF2",biological_process,adult locomotory behavior,5,4,47,5.49638640316,-0.495078143945,included,NPC
GO:0030182,"ENSG00000164885,ENSG00000166200,ENSG00000196591,ENSG00000104177","CDK5,COPS2,HDAC2,MYEF2",biological_process,neuron differentiation,5,4,115,5.49638640316,-0.495078143945,included,NPC
GO:0008654,"ENSG00000111897,ENSG00000204310,ENSG00000116906,ENSG00000149485","SERINC1,AGPAT1,GNPAT,FADS1",biological_process,phospholipid biosynthetic process,5,4,36,5.49638640316,-0.495078143945,included,NPC
GO:0006183,"ENSG00000143156,ENSG00000239672,ENSG00000243678,ENSG00000011052","NME7,NME1,NME1-NME2,NME2",biological_process,GTP biosynthetic process,5,4,11,5.49638640316,-0.495078143945,included,NPC
GO:0048205,"ENSG00000122218,ENSG00000143761,ENSG00000111481,ENSG00000184432,ENSG00000129083","COPA,ARF1,COPZ1,COPB2,COPB1",biological_process,COPI coating of Golgi vesicle,7,5,14,4.98627100794,-1.00519353917,included,NPC
GO:0008645,"ENSG00000101146,ENSG00000102900,ENSG00000047410,ENSG00000136243,ENSG00000153201","RAE1,NUP93,TPR,NUPL2,RANBP2",biological_process,hexose transport,7,5,44,4.98627100794,-1.00519353917,included,NPC
GO:0007160,"ENSG00000166333,ENSG00000164885,ENSG00000136238,ENSG00000067560","ILK,CDK5,RAC1,RHOA",biological_process,cell-matrix adhesion,6,4,85,4.02953800848,-1.96192653862,included,NPC
GO:0009791,"ENSG00000117054,ENSG00000204120,ENSG00000159256,ENSG00000100201","ACADM,GIGYF2,MORC3,DDX17",biological_process,post-embryonic development,6,4,87,4.02953800848,-1.96192653862,included,NPC
GO:0016337,"ENSG00000062716,ENSG00000154096,ENSG00000028203","VMP1,THY1,VEZT",biological_process,cell-cell adhesion,5,3,106,3.09697964277,-2.89448490433,included,NPC
GO:0043280,"ENSG00000215301,ENSG00000189403,ENSG00000067560","DDX3X,HMGB1,RHOA",biological_process,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,5,3,41,3.09697964277,-2.89448490433,included,NPC
GO:0032091,"ENSG00000116288,ENSG00000004487,ENSG00000082701","PARK7,KDM1A,GSK3B",biological_process,negative regulation of protein binding,5,3,24,3.09697964277,-2.89448490433,included,NPC
GO:0031532,"ENSG00000143776,ENSG00000196396,ENSG00000149269","CDC42BPA,PTPN1,PAK1",biological_process,actin cytoskeleton reorganization,5,3,38,3.09697964277,-2.89448490433,included,NPC
GO:0042147,"ENSG00000129515,ENSG00000108587,ENSG00000122958","SNX6,GOSR1,VPS26A",biological_process,"retrograde transport, endosome to Golgi",5,3,31,3.09697964277,-2.89448490433,included,NPC
