,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0007179,"ENSG00000067560,ENSG00000157450,ENSG00000221983,ENSG00000114126,ENSG00000082258,ENSG00000109332","RHOA,RNF111,UBA52,TFDP2,CCNT2,UBE2D3",biological_process,transforming growth factor beta receptor signaling pathway,7,6,124,7.99250184526,2.65978305199,excluded,MN
GO:0000236,"ENSG00000157020,ENSG00000007168,ENSG00000177954,ENSG00000182628,ENSG00000117697,ENSG00000068796","SEC13,PAFAH1B1,RPS27,SKA2,NSL1,KIF2A",biological_process,mitotic prometaphase,7,6,88,7.99250184526,2.65978305199,excluded,MN
GO:0006338,"ENSG00000124177,ENSG00000073584,ENSG00000102038,ENSG00000162521,ENSG00000196591,ENSG00000163104","CHD6,SMARCE1,SMARCA1,RBBP4,HDAC2,SMARCAD1",biological_process,chromatin remodeling,7,6,64,7.99250184526,2.65978305199,excluded,MN
GO:0030036,"ENSG00000067560,ENSG00000133026,ENSG00000007168,ENSG00000133703,ENSG00000070831,ENSG00000110880,ENSG00000116489,ENSG00000066427,ENSG00000198898","RHOA,MYH10,PAFAH1B1,KRAS,CDC42,CORO1C,CAPZA1,ATXN3,CAPZA2",biological_process,actin cytoskeleton organization,12,9,164,7.9183768316,2.58565803833,excluded,MN
GO:0008284,"ENSG00000133703,ENSG00000134419,ENSG00000140443,ENSG00000114209,ENSG00000187109,ENSG00000150093,ENSG00000196591","KRAS,RPS15A,IGF1R,PDCD10,NAP1L1,ITGB1,HDAC2",biological_process,positive regulation of cell proliferation,9,7,455,7.27209332914,1.93937453587,excluded,MN
GO:0043161,"ENSG00000100387,ENSG00000078304,ENSG00000119048,ENSG00000258677,ENSG00000100804,ENSG00000066427,ENSG00000109332","RBX1,PPP2R5C,UBE2B,RP11-463D19.2,PSMB5,ATXN3,UBE2D3",biological_process,proteasomal ubiquitin-dependent protein catabolic process,9,7,63,7.27209332914,1.93937453587,excluded,MN
GO:0006917,"ENSG00000164305,ENSG00000132824,ENSG00000029363,ENSG00000161526,ENSG00000180228,ENSG00000116001,ENSG00000184047","CASP3,SERINC3,BCLAF1,SAP30BP,PRKRA,TIA1,DIABLO",biological_process,induction of apoptosis,9,7,224,7.27209332914,1.93937453587,excluded,MN
GO:0006629,"ENSG00000085719,ENSG00000152234,ENSG00000143198,ENSG00000099797,ENSG00000143753","CPNE3,ATP5A1,MGST3,TECR,DEGS1",biological_process,lipid metabolic process,6,5,228,6.84883689265,1.51611809938,excluded,MN
GO:0044255,"ENSG00000075239,ENSG00000079459,ENSG00000117054,ENSG00000099797,ENSG00000198431","ACAT1,FDFT1,ACADM,TECR,TXNRD1",biological_process,cellular lipid metabolic process,6,5,156,6.84883689265,1.51611809938,excluded,MN
GO:0045116,"ENSG00000129559,ENSG00000100387,ENSG00000159593,ENSG00000255526,ENSG00000184182","NEDD8,RBX1,NAE1,NEDD8-MDP1,UBE2F",biological_process,protein neddylation,6,5,8,6.84883689265,1.51611809938,excluded,MN
GO:0006006,"ENSG00000149925,ENSG00000067225,ENSG00000143933,ENSG00000198668,ENSG00000117448","ALDOA,PKM,CALM2,CALM1,AKR1A1",biological_process,glucose metabolic process,6,5,129,6.84883689265,1.51611809938,excluded,MN
GO:0006289,"ENSG00000168002,ENSG00000100142,ENSG00000066427,ENSG00000014824,ENSG00000187735","POLR2G,POLR2F,ATXN3,SLC30A9,TCEA1",biological_process,nucleotide-excision repair,6,5,84,6.84883689265,1.51611809938,excluded,MN
GO:0002576,"ENSG00000128595,ENSG00000149925,ENSG00000143933,ENSG00000198668,ENSG00000196262","CALU,ALDOA,CALM2,CALM1,PPIA",biological_process,platelet degranulation,6,5,82,6.84883689265,1.51611809938,excluded,MN
GO:0001525,"ENSG00000168214,ENSG00000114209,ENSG00000181555,ENSG00000130066,ENSG00000182718","RBPJ,PDCD10,SETD2,SAT1,ANXA2",biological_process,angiogenesis,6,5,210,6.84883689265,1.51611809938,excluded,MN
GO:0000387,"ENSG00000125743,ENSG00000124562,ENSG00000143977,ENSG00000172062,ENSG00000182004","SNRPD2,SNRPC,SNRPG,SMN1,SNRPE",biological_process,spliceosomal snRNP assembly,6,5,28,6.84883689265,1.51611809938,excluded,MN
GO:0007018,"ENSG00000126777,ENSG00000125971,ENSG00000068796,ENSG00000167552,ENSG00000077380","KTN1,DYNLRB1,KIF2A,TUBA1A,DYNC1I2",biological_process,microtubule-based movement,6,5,109,6.84883689265,1.51611809938,excluded,MN
GO:0070979,"ENSG00000109332,ENSG00000119048,ENSG00000089053,ENSG00000141552,ENSG00000170035","UBE2D3,UBE2B,ANAPC5,ANAPC11,UBE2E3",biological_process,protein K11-linked ubiquitination,6,5,26,6.84883689265,1.51611809938,excluded,MN
GO:0006461,"ENSG00000134982,ENSG00000198898,ENSG00000149269,ENSG00000137806,ENSG00000116489","APC,CAPZA2,PAK1,NDUFAF1,CAPZA1",biological_process,protein complex assembly,6,5,134,6.84883689265,1.51611809938,excluded,MN
GO:0006418,"ENSG00000113643,ENSG00000146282,ENSG00000065427,ENSG00000133706,ENSG00000124802,ENSG00000031698,ENSG00000196305,ENSG00000113407,ENSG00000138777","RARS,RARS2,KARS,LARS,EEF1E1,SARS,IARS,TARS,PPA2",biological_process,tRNA aminoacylation for protein translation,13,9,56,6.79044097183,1.45772217857,excluded,MN
GO:0006417,"ENSG00000102317,ENSG00000132300,ENSG00000151247,ENSG00000134644,ENSG00000070785,ENSG00000205323","RBM3,PTCD3,EIF4E,PUM1,EIF2B3,SARNP",biological_process,regulation of translation,8,6,74,6.23968110779,0.906962314521,excluded,MN
GO:0035556,"ENSG00000108953,ENSG00000108946,ENSG00000169189,ENSG00000109046,ENSG00000100528,ENSG00000128656","YWHAE,PRKAR1A,NSMCE1,WSB1,CNIH1,CHN1",biological_process,intracellular signal transduction,8,6,320,6.23968110779,0.906962314521,excluded,MN
GO:0008219,"ENSG00000101558,ENSG00000172062,ENSG00000204120,ENSG00000101361,ENSG00000066427,ENSG00000069329","VAPA,SMN1,GIGYF2,NOP56,ATXN3,VPS35",biological_process,cell death,8,6,160,6.23968110779,0.906962314521,excluded,MN
GO:0006974,"ENSG00000076242,ENSG00000134982,ENSG00000104517,ENSG00000090061,ENSG00000164305,ENSG00000119048,ENSG00000148153","MLH1,APC,UBR5,CCNK,CASP3,UBE2B,INIP",biological_process,response to DNA damage stimulus,10,7,184,5.99333388921,0.660615095947,excluded,MN
GO:0030521,"ENSG00000086061,ENSG00000033800,ENSG00000054118,ENSG00000067560","DNAJA1,PIAS1,THRAP3,RHOA",biological_process,androgen receptor signaling pathway,5,4,49,5.70579953192,0.373080738656,excluded,MN
GO:0043928,"ENSG00000171311,ENSG00000130332,ENSG00000130520,ENSG00000120699","EXOSC1,LSM7,LSM4,EXOSC8",biological_process,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,5,4,32,5.70579953192,0.373080738656,excluded,MN
GO:0015949,"ENSG00000239672,ENSG00000243678,ENSG00000198431,ENSG00000011052","NME1,NME1-NME2,TXNRD1,NME2",biological_process,nucleobase-containing small molecule interconversion,5,4,19,5.70579953192,0.373080738656,excluded,MN
GO:0006091,"ENSG00000075415,ENSG00000138495,ENSG00000127184,ENSG00000131143","SLC25A3,COX17,COX7C,COX4I1",biological_process,generation of precursor metabolites and energy,5,4,54,5.70579953192,0.373080738656,excluded,MN
GO:0006283,"ENSG00000168002,ENSG00000100142,ENSG00000205581,ENSG00000187735","POLR2G,POLR2F,HMGN1,TCEA1",biological_process,transcription-coupled nucleotide-excision repair,5,4,56,5.70579953192,0.373080738656,excluded,MN
GO:0045454,"ENSG00000108010,ENSG00000198843,ENSG00000198431,ENSG00000115514","GLRX3,SELT,TXNRD1,TXNDC9",biological_process,cell redox homeostasis,5,4,63,5.70579953192,0.373080738656,excluded,MN
GO:0043982,"ENSG00000139620,ENSG00000025293,ENSG00000187778,ENSG00000111653","KANSL2,PHF20,MCRS1,ING4",biological_process,histone H4-K8 acetylation,5,4,16,5.70579953192,0.373080738656,excluded,MN
GO:0043981,"ENSG00000139620,ENSG00000025293,ENSG00000187778,ENSG00000111653","KANSL2,PHF20,MCRS1,ING4",biological_process,histone H4-K5 acetylation,5,4,16,5.70579953192,0.373080738656,excluded,MN
GO:0090090,"ENSG00000123349,ENSG00000134982,ENSG00000145907,ENSG00000196591","PFDN5,APC,G3BP1,HDAC2",biological_process,negative regulation of canonical Wnt receptor signaling pathway,5,4,79,5.70579953192,0.373080738656,excluded,MN
GO:0007219,"ENSG00000100387,ENSG00000168214,ENSG00000113558,ENSG00000221983","RBX1,RBPJ,SKP1,UBA52",biological_process,Notch signaling pathway,5,4,124,5.70579953192,0.373080738656,excluded,MN
GO:0042059,"ENSG00000141367,ENSG00000070831,ENSG00000136738,ENSG00000221983","CLTC,CDC42,STAM,UBA52",biological_process,negative regulation of epidermal growth factor receptor signaling pathway,5,4,35,5.70579953192,0.373080738656,excluded,MN
GO:0030308,"ENSG00000204628,ENSG00000131238,ENSG00000167085,ENSG00000068745","GNB2L1,PPT1,PHB,IP6K2",biological_process,negative regulation of cell growth,5,4,130,5.70579953192,0.373080738656,excluded,MN
GO:0006370,"ENSG00000188342,ENSG00000168002,ENSG00000100142,ENSG00000125651","GTF2F2,POLR2G,POLR2F,GTF2F1",biological_process,7-methylguanosine mRNA capping,5,4,37,5.70579953192,0.373080738656,excluded,MN
GO:0034660,"ENSG00000125743,ENSG00000143977,ENSG00000172062,ENSG00000182004","SNRPD2,SNRPG,SMN1,SNRPE",biological_process,ncRNA metabolic process,5,4,24,5.70579953192,0.373080738656,excluded,MN
GO:0006644,"ENSG00000101558,ENSG00000102393,ENSG00000087053,ENSG00000143753","VAPA,GLA,MTMR2,DEGS1",biological_process,phospholipid metabolic process,5,4,260,5.70579953192,0.373080738656,excluded,MN
GO:0006888,"ENSG00000138674,ENSG00000170348,ENSG00000079332,ENSG00000157020","SEC31A,TMED10,SAR1A,SEC13",biological_process,ER to Golgi vesicle-mediated transport,5,4,48,5.70579953192,0.373080738656,excluded,MN
GO:0017148,"ENSG00000173933,ENSG00000114416,ENSG00000204628,ENSG00000116001,ENSG00000248643","RBM4,FXR1,GNB2L1,TIA1,RBM14-RBM4",biological_process,negative regulation of translation,7,5,35,5.22193128718,-0.11078750609,excluded,MN
GO:0016477,"ENSG00000150093,ENSG00000007168,ENSG00000196504,ENSG00000119185,ENSG00000134982","ITGB1,PAFAH1B1,PRPF40A,ITGB1BP1,APC",biological_process,cell migration,7,5,140,5.22193128718,-0.11078750609,excluded,MN
GO:0016568,"ENSG00000123562,ENSG00000140382,ENSG00000105393,ENSG00000130816,ENSG00000124795,ENSG00000163104","MORF4L2,HMG20A,BABAM1,DNMT1,DEK,SMARCAD1",biological_process,chromatin modification,9,6,124,5.05995402944,-0.272764763827,excluded,MN
GO:0000086,"ENSG00000108953,ENSG00000007168,ENSG00000167552,ENSG00000128989,ENSG00000089053,ENSG00000127914,ENSG00000077380","YWHAE,PAFAH1B1,TUBA1A,ARPP19,ANAPC5,AKAP9,DYNC1I2",biological_process,G2/M transition of mitotic cell cycle,11,7,126,5.02277124486,-0.309947548402,excluded,MN
GO:0019886,"ENSG00000138674,ENSG00000157020,ENSG00000141367,ENSG00000135720,ENSG00000127022,ENSG00000068796,ENSG00000077380","SEC31A,SEC13,CLTC,DYNC1LI2,CANX,KIF2A,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,11,7,159,5.02277124486,-0.309947548402,excluded,MN
GO:0016055,"ENSG00000140395,ENSG00000101266,ENSG00000134982,ENSG00000127603","WDR61,CSNK2A1,APC,MACF1",biological_process,Wnt receptor signaling pathway,6,4,171,4.22288799303,-1.10983080023,excluded,MN
GO:0006334,"ENSG00000205531,ENSG00000162521,ENSG00000187109,ENSG00000127483","NAP1L4,RBBP4,NAP1L1,HP1BP3",biological_process,nucleosome assembly,6,4,162,4.22288799303,-1.10983080023,excluded,MN
GO:0051028,"ENSG00000120533,ENSG00000157020,ENSG00000102900,ENSG00000135486,ENSG00000111196","ENY2,SEC13,NUP93,HNRNPA1,MAGOHB",biological_process,mRNA transport,8,5,58,4.15179452913,-1.18092426414,excluded,MN
GO:0042384,"ENSG00000140463,ENSG00000214413,ENSG00000168385","BBS4,BBIP1,SEPT2",biological_process,cilium assembly,5,3,71,3.2486432929,-2.08407550036,excluded,MN
GO:0051297,"ENSG00000152240,ENSG00000140463,ENSG00000058272","HAUS1,BBS4,PPP1R12A",biological_process,centrosome organization,5,3,24,3.2486432929,-2.08407550036,excluded,MN
GO:0006987,"ENSG00000138674,ENSG00000159720,ENSG00000166598","SEC31A,ATP6V0D1,HSP90B1",biological_process,activation of signaling protein activity involved in unfolded protein response,5,3,68,3.2486432929,-2.08407550036,excluded,MN
GO:0030968,"ENSG00000138674,ENSG00000159720,ENSG00000166598","SEC31A,ATP6V0D1,HSP90B1",biological_process,endoplasmic reticulum unfolded protein response,5,3,87,3.2486432929,-2.08407550036,excluded,MN
GO:0007010,"ENSG00000151914,ENSG00000196504,ENSG00000163069","DST,PRPF40A,SGCB",biological_process,cytoskeleton organization,5,3,131,3.2486432929,-2.08407550036,excluded,MN
GO:0060271,"ENSG00000100578,ENSG00000140463,ENSG00000122545","KIAA0586,BBS4,SEPT7",biological_process,cilium morphogenesis,5,3,46,3.2486432929,-2.08407550036,excluded,MN
